,SOC Code,pred,pred_prob,SOC Official STEM,pred_low_threshold
183,19-1013,1.0,0.7241916430179997,1.0,True
184,19-1020,1.0,0.7414338422034387,0.0,True
185,19-1021,1.0,0.9515170730772983,1.0,True
186,19-1022,1.0,0.7924706530109822,1.0,True
187,19-1023,1.0,0.4944839737559651,1.0,True
188,19-1029,1.0,0.8584877152229241,1.0,True
189,19-1029,1.0,0.8584877152229241,1.0,True
190,19-1029,1.0,0.8584877152229241,1.0,True
191,19-1029,1.0,0.8584877152229241,1.0,True
192,19-1031,0.0,0.4133209398815088,1.0,False
193,19-1031,0.0,0.4133209398815088,1.0,False
194,19-1031,0.0,0.4133209398815088,1.0,False
195,19-1031,0.0,0.4133209398815088,1.0,False
196,19-1032,0.0,0.34644669381518856,1.0,False
197,19-1041,1.0,0.7451193824702756,1.0,True
198,19-1042,1.0,0.8059892750714789,1.0,True
199,19-2011,1.0,0.8739797368180826,1.0,True
200,19-2012,1.0,0.9545733337962058,1.0,True
201,19-2021,1.0,0.7322465355163366,1.0,True
202,19-2031,1.0,0.8276043040157353,1.0,True
203,19-2032,1.0,0.8160066599990551,1.0,True
204,19-2041,1.0,0.6223635717349989,1.0,True
205,19-2041,1.0,0.6223635717349989,1.0,True
206,19-2041,1.0,0.6223635717349989,1.0,True
207,19-2041,1.0,0.6223635717349989,1.0,True
208,19-2042,1.0,0.7741370347783934,1.0,True
209,19-2043,1.0,0.7827681364262783,1.0,True
210,19-2099,0.0,0.8177695798837502,1.0,True
211,19-2099,0.0,0.8177695798837502,1.0,True
212,19-3011,1.0,0.6593355643561023,1.0,True
213,19-3011,1.0,0.6593355643561023,1.0,True
214,19-3022,0.0,0.4302854737666775,1.0,True
215,19-3031,1.0,0.537817038565611,1.0,True
216,19-3031,1.0,0.537817038565611,1.0,True
217,19-3031,1.0,0.537817038565611,1.0,True
218,19-3031,1.0,0.537817038565611,1.0,True
219,19-3032,0.0,0.4901605978639181,1.0,True
220,19-3039,1.0,0.7296730827201936,1.0,True
221,19-3039,1.0,0.7296730827201936,1.0,True
222,19-3041,0.0,0.5552549477922972,1.0,True
223,19-3051,0.0,0.27188284916657335,1.0,False
224,19-3091,0.0,0.5567903320121048,1.0,True
225,19-3091,0.0,0.5567903320121048,1.0,True
226,19-3091,0.0,0.5567903320121048,1.0,True
227,19-3092,1.0,0.6613694005886023,1.0,True
228,19-3093,1.0,0.26445011285733244,0.0,False
229,19-3094,0.0,0.43446604345539147,1.0,True
230,19-3099,0.0,0.345141111336656,1.0,False
231,19-3099,0.0,0.345141111336656,1.0,False
232,19-4011,1.0,0.3576148656226877,1.0,False
233,19-4011,1.0,0.3576148656226877,1.0,False
234,19-4011,1.0,0.3576148656226877,1.0,False
235,19-4021,1.0,0.7915351534860148,1.0,True
236,19-4031,1.0,0.7073831975680496,1.0,True
237,19-4041,1.0,0.511807143849326,1.0,True
238,19-4041,1.0,0.511807143849326,1.0,True
239,19-4041,1.0,0.511807143849326,1.0,True
240,19-4051,1.0,0.5972290120878068,1.0,True
241,19-4051,1.0,0.5972290120878068,1.0,True
242,19-4051,1.0,0.5972290120878068,1.0,True
243,19-4061,0.0,0.3631121124013149,1.0,False
244,19-4061,0.0,0.3631121124013149,1.0,False
245,19-4091,1.0,0.4628511705857998,1.0,True
246,19-4092,1.0,0.6258015179514982,1.0,True
247,19-4093,1.0,0.29081997940269555,1.0,False
248,19-4099,1.0,0.5820368055899713,1.0,True
249,19-4099,1.0,0.5820368055899713,1.0,True
250,19-4099,1.0,0.5820368055899713,1.0,True
251,19-4099,1.0,0.5820368055899713,1.0,True
252,21-1011,1.0,0.3385819891366173,0.0,False
253,21-1012,1.0,0.31481107603696823,0.0,False
254,21-1013,1.0,0.5905724233258416,0.0,True
255,21-1014,1.0,0.5903481338534063,0.0,True
256,21-1015,1.0,0.2651013919560038,0.0,False
257,21-1021,1.0,0.32724790520083363,0.0,False
258,21-1022,1.0,0.36287485595855223,0.0,False
259,21-1023,1.0,0.498629540058823,0.0,True
260,21-1091,0.0,0.3103931122625868,0.0,False
261,21-1092,1.0,0.2639228835349655,0.0,False
262,21-1093,0.0,0.23075500571473545,0.0,False
263,21-1094,0.0,0.19476738550464992,0.0,False
264,21-2011,0.0,0.12093542797255502,0.0,False
265,21-2021,0.0,0.1482728239125642,0.0,False
266,23-1011,0.0,0.19825474885950659,0.0,False
267,23-1012,0.0,0.24255897638127236,0.0,False
268,23-1021,0.0,0.2663055405930488,0.0,False
269,23-1022,0.0,0.22250564045052268,0.0,False
270,23-1023,1.0,0.36125986636007734,0.0,False
271,23-2011,0.0,0.1574468229650677,0.0,False
272,23-2091,0.0,0.09458719201928174,0.0,False
273,23-2093,0.0,0.18920100350567573,0.0,False
274,25-1011,0.0,0.2822380165331229,0.0,False
275,25-1021,1.0,0.6710197482025172,1.0,True
276,25-1022,0.0,0.48685080252492946,1.0,True
277,25-1031,0.0,0.46006418945454475,1.0,True
278,25-1032,1.0,0.7945547904247633,1.0,True
279,25-1041,0.0,0.4569002869130057,1.0,True
280,25-1042,1.0,0.8115237812767393,1.0,True
281,25-1043,1.0,0.6252816412241964,1.0,True
282,25-1051,1.0,0.7760439447944506,1.0,True
283,25-1052,1.0,0.8050877686490457,1.0,True
284,25-1053,1.0,0.7173413170921498,1.0,True
285,25-1054,1.0,0.8611789534325232,1.0,True
286,25-1061,0.0,0.5182886047712151,1.0,True
287,25-1062,1.0,0.37804826290150473,1.0,False
288,25-1063,1.0,0.49607637492707857,1.0,True
289,25-1064,1.0,0.6549284351360809,1.0,True
290,25-1065,1.0,0.34329988431103997,1.0,False
291,25-1066,0.0,0.6280406978950585,1.0,True
292,25-1067,1.0,0.5842123774222887,1.0,True
293,25-1071,1.0,0.6301034004695392,1.0,True
294,25-1072,1.0,0.6263665952023949,1.0,True
295,25-1081,0.0,0.286106810620892,0.0,False
296,25-1082,1.0,0.4672560639403074,0.0,True
297,25-1111,0.0,0.31486956124453735,0.0,False
298,25-1112,1.0,0.3946675441084944,0.0,False
299,25-1113,1.0,0.5505845656078305,0.0,True
300,25-1121,0.0,0.19653542656786793,0.0,False
301,25-1122,0.0,0.26894350408701684,0.0,False
302,25-1123,0.0,0.24419906113114426,0.0,False
303,25-1124,0.0,0.29813015693198136,0.0,False
304,25-1125,0.0,0.3473280764953216,0.0,False
305,25-1126,0.0,0.32020551186437685,0.0,False
306,25-1191,1.0,0.44917305155117326,0.0,True
307,25-1192,1.0,0.3386212172372562,0.0,False
308,25-1193,1.0,0.4233428199076395,0.0,False
309,25-1194,1.0,0.30681693416429895,0.0,False
310,25-2011,0.0,0.12858618472971015,0.0,False
311,25-2012,0.0,0.2715425524202059,0.0,False
312,25-2021,0.0,0.39204931328226594,0.0,False
313,25-2022,0.0,0.338525084178291,0.0,False
314,25-2023,0.0,0.400242134917367,0.0,False
315,25-2031,1.0,0.4024912555151253,0.0,False
316,25-2032,0.0,0.2650427206042071,0.0,False
317,25-2051,0.0,0.38594472975276806,0.0,False
318,25-2052,0.0,0.2832613108139778,0.0,False
319,25-2053,0.0,0.37415176523278443,0.0,False
320,25-2054,0.0,0.3923867858301727,0.0,False
321,25-2059,0.0,0.3334186081293788,0.0,False
322,25-3011,0.0,0.25970029841721853,0.0,False
323,25-3021,0.0,0.16264040174871197,0.0,False
324,25-3099,0.0,0.333975196926263,0.0,False
325,25-4011,0.0,0.1522259559378812,0.0,False
326,25-4012,0.0,0.18232214809772446,0.0,False
327,25-4013,0.0,0.22596192149518318,0.0,False
328,25-4021,0.0,0.19507482049434643,0.0,False
329,25-4031,0.0,0.12516844733567023,0.0,False
330,25-9011,0.0,0.2946560840745744,0.0,False
331,25-9021,1.0,0.4124178496230461,0.0,False
332,25-9031,0.0,0.34648563510046904,0.0,False
333,25-9041,0.0,0.18135798230380498,0.0,False
334,27-1011,0.0,0.19141471021460815,0.0,False
335,27-1012,0.0,0.07447667736966078,0.0,False
336,27-1013,0.0,0.16811552460562956,0.0,False
337,27-1014,0.0,0.3069903907094485,0.0,False
338,27-1021,1.0,0.6559047884825989,0.0,True
339,27-1022,0.0,0.17294721600771548,0.0,False
340,27-1023,0.0,0.09552830646208184,0.0,False
341,27-1024,0.0,0.20160617797931651,0.0,False
342,27-1025,0.0,0.22161668299352053,0.0,False
343,27-1026,0.0,0.09687616675918553,0.0,False
344,27-1027,0.0,0.25770630718838317,0.0,False
345,27-2011,0.0,0.04628385570461536,0.0,False
346,27-2012,0.0,0.13315383366283973,0.0,False
347,27-2021,0.0,0.09197055135748136,0.0,False
348,27-2022,1.0,0.24332346173440514,0.0,False
349,27-2023,0.0,0.09146923966852123,0.0,False
350,27-2031,0.0,0.039559923836241136,0.0,False
351,27-2032,0.0,0.09521005685670934,0.0,False
352,27-2041,1.0,0.09964616056772291,0.0,False
353,27-2042,0.0,0.05668633844155361,0.0,False
354,27-3011,0.0,0.13034753695399928,0.0,False
355,27-3012,0.0,0.06407045221863317,0.0,False
356,27-3021,0.0,0.12968580278082428,0.0,False
357,27-3022,0.0,0.1318779623777319,0.0,False
358,27-3031,0.0,0.12658174238854963,0.0,False
359,27-3041,0.0,0.1511356066813722,0.0,False
360,27-3042,0.0,0.2983328906058317,0.0,False
361,27-3043,0.0,0.17586308864945205,0.0,False
362,27-3091,0.0,0.13998803658826806,0.0,False
363,27-4011,0.0,0.24816402562532355,0.0,False
364,27-4012,0.0,0.40115335327195617,0.0,False
365,27-4013,1.0,0.2747861788780224,0.0,False
366,27-4014,0.0,0.2791602494788984,0.0,False
367,27-4021,0.0,0.11996168780063801,0.0,False
368,27-4031,0.0,0.22436975009833482,0.0,False
369,27-4032,0.0,0.18624484024940474,0.0,False
370,29-1011,1.0,0.39841655047012003,1.0,False
371,29-1021,1.0,0.490704272840526,1.0,True
372,29-1022,1.0,0.5865960833844177,1.0,True
373,29-1023,0.0,0.46449424123190924,1.0,True
374,29-1024,1.0,0.45474576697992625,1.0,True
375,29-1031,1.0,0.5587906208836138,1.0,True
376,29-1041,1.0,0.5067782320807379,1.0,True
377,29-1051,1.0,0.6249509866064485,1.0,True
378,29-1061,1.0,0.7215851261649233,1.0,True
379,29-1062,1.0,0.767438995399401,1.0,True
380,29-1063,1.0,0.7424939525675777,1.0,True
381,29-1064,1.0,0.5690697654407114,1.0,True
382,29-1065,1.0,0.6878506715723594,1.0,True
383,29-1066,1.0,0.7880378427347348,1.0,True
384,29-1067,1.0,0.7281298397280758,1.0,True
385,29-1069,1.0,0.678542151208564,1.0,True
386,29-1069,1.0,0.678542151208564,1.0,True
387,29-1069,1.0,0.678542151208564,1.0,True
388,29-1069,1.0,0.678542151208564,1.0,True
389,29-1069,1.0,0.678542151208564,1.0,True
390,29-1069,1.0,0.678542151208564,1.0,True
391,29-1069,1.0,0.678542151208564,1.0,True
392,29-1069,1.0,0.678542151208564,1.0,True
393,29-1069,1.0,0.678542151208564,1.0,True
394,29-1069,1.0,0.678542151208564,1.0,True
395,29-1069,1.0,0.678542151208564,1.0,True
396,29-1069,1.0,0.678542151208564,1.0,True
397,29-1069,1.0,0.678542151208564,1.0,True
398,29-1071,1.0,0.6823098840440917,1.0,True
399,29-1071,1.0,0.6823098840440917,1.0,True
400,29-1081,1.0,0.564237505994454,1.0,True
401,29-1122,1.0,0.4183891340833186,1.0,False
402,29-1122,1.0,0.4183891340833186,1.0,False
403,29-1123,1.0,0.5833841398599066,1.0,True
404,29-1124,1.0,0.5748593255776953,1.0,True
405,29-1125,0.0,0.3188090567394682,1.0,False
406,29-1125,0.0,0.3188090567394682,1.0,False
407,29-1125,0.0,0.3188090567394682,1.0,False
408,29-1126,1.0,0.6764864170111853,1.0,True
409,29-1127,0.0,0.6070854035183697,1.0,True
410,29-1128,1.0,0.5329001081722679,1.0,True
411,29-1131,1.0,0.5100973595981905,1.0,True
412,29-1141,0.0,0.5584443817490236,1.0,True
413,29-1141,0.0,0.5584443817490236,1.0,True
414,29-1141,0.0,0.5584443817490236,1.0,True
415,29-1141,0.0,0.5584443817490236,1.0,True
416,29-1141,0.0,0.5584443817490236,1.0,True
417,29-1151,1.0,0.716526929113972,1.0,True
418,29-1161,1.0,0.6019629956992695,1.0,True
419,29-1171,1.0,0.7116647277048277,1.0,True
420,29-1181,0.0,0.5795742939310989,1.0,True
421,29-1199,1.0,0.5867739565138138,1.0,True
422,29-1199,1.0,0.5867739565138138,1.0,True
423,29-1199,1.0,0.5867739565138138,1.0,True
424,29-1199,1.0,0.5867739565138138,1.0,True
425,29-2011,1.0,0.5166727427186849,1.0,True
426,29-2011,1.0,0.5166727427186849,1.0,True
427,29-2011,1.0,0.5166727427186849,1.0,True
428,29-2011,1.0,0.5166727427186849,1.0,True
429,29-2012,1.0,0.6478318088062115,1.0,True
430,29-2021,1.0,0.35826048072981287,1.0,False
431,29-2031,0.0,0.5178085304341852,1.0,True
432,29-2032,1.0,0.47924433321797955,1.0,True
433,29-2033,1.0,0.5645969762024872,1.0,True
434,29-2034,0.0,0.3578488616257014,1.0,False
435,29-2035,0.0,0.4104150553846376,1.0,False
436,29-2041,0.0,0.38629968778249324,1.0,False
437,29-2051,0.0,0.17654472743466496,1.0,False
438,29-2052,0.0,0.20143317424553003,1.0,False
439,29-2053,0.0,0.3229261256093412,1.0,False
440,29-2054,1.0,0.6497620492730664,1.0,True
441,29-2055,0.0,0.37377860206367025,1.0,False
442,29-2056,0.0,0.3583316335370333,1.0,False
443,29-2057,0.0,0.31466745344296626,1.0,False
444,29-2061,0.0,0.3843045923920039,1.0,False
445,29-2071,0.0,0.15970725685971338,1.0,False
446,29-2081,0.0,0.12160836011037164,1.0,False
447,29-2091,1.0,0.557199070070957,1.0,True
448,29-2092,0.0,0.348864660596343,1.0,False
449,29-2099,0.0,0.408175183752938,1.0,False
450,29-2099,0.0,0.408175183752938,1.0,False
451,29-2099,0.0,0.408175183752938,1.0,False
452,29-2099,0.0,0.408175183752938,1.0,False
453,29-2099,0.0,0.408175183752938,1.0,False
454,29-9011,0.0,0.6131833713496226,1.0,True
455,29-9012,1.0,0.4874651773024753,1.0,True
456,29-9091,1.0,0.5029832313920874,1.0,True
457,29-9092,1.0,0.6516036892008829,1.0,True
458,29-9099,0.0,0.412228833517445,1.0,False
459,29-9099,0.0,0.412228833517445,1.0,False
460,31-1011,0.0,0.14189397153145333,0.0,False
461,31-1013,0.0,0.1685424983070511,0.0,False
462,31-1014,0.0,0.12495178530972476,0.0,False
463,31-1015,0.0,0.05784518199217153,0.0,False
464,31-2011,0.0,0.3262274439794952,0.0,False
465,31-2012,0.0,0.2265129131605135,0.0,False
466,31-2021,0.0,0.4097737347557693,0.0,False
467,31-2022,0.0,0.19690022608497754,0.0,False
468,31-9011,0.0,0.17782383436546592,0.0,False
469,31-9091,0.0,0.25691917352391674,0.0,False
470,31-9092,0.0,0.29278647812536923,0.0,False
471,31-9093,0.0,0.21286316187494003,0.0,False
472,31-9094,1.0,0.2742314430577009,0.0,False
473,31-9095,0.0,0.11599056885843165,0.0,False
474,31-9096,0.0,0.2295190216191868,0.0,False
475,31-9097,0.0,0.23191397433984406,0.0,False
476,31-9099,0.0,0.25242165662099425,0.0,False
477,33-1011,0.0,0.1336798925070197,0.0,False
478,33-1012,0.0,0.16530385305611064,0.0,False
479,33-1021,0.0,0.2727887740173915,0.0,False
480,33-2011,1.0,0.24405871488938002,0.0,False
481,33-2021,0.0,0.30773610812276014,0.0,False
482,33-2022,1.0,0.1675501449288323,0.0,False
483,33-3011,0.0,0.0442869301007383,0.0,False
484,33-3012,0.0,0.13200110498566447,0.0,False
485,33-3021,0.0,0.28576355698335115,0.0,False
486,33-3031,0.0,0.329462033331669,0.0,False
487,33-3041,0.0,0.09223599245767378,0.0,False
488,33-3051,0.0,0.13028523768978845,0.0,False
489,33-3052,0.0,0.1363398549154322,0.0,False
490,33-9011,0.0,0.08953791778470596,0.0,False
491,33-9021,0.0,0.1516319742679319,0.0,False
492,33-9031,0.0,0.21392504658766165,0.0,False
493,33-9032,0.0,0.08162413407173225,0.0,False
494,33-9091,0.0,0.04072407028476219,0.0,False
495,33-9092,0.0,0.11345759493099764,0.0,False
496,33-9093,0.0,0.10807265695201992,0.0,False
497,33-9099,0.0,0.17333267943551214,0.0,False
498,35-1011,0.0,0.09425750328039852,0.0,False
499,35-1012,0.0,0.07860302864747952,0.0,False
500,35-2011,0.0,0.023796736091124423,0.0,False
501,35-2012,0.0,0.08857927368385085,0.0,False
502,35-2013,0.0,0.058952956596064025,0.0,False
503,35-2014,0.0,0.07391520973041185,0.0,False
504,35-2015,0.0,0.053869269395498305,0.0,False
505,35-2021,0.0,0.03923736771660473,0.0,False
506,35-3011,0.0,0.056647978597226235,0.0,False
507,35-3021,0.0,0.029299708516911438,0.0,False
508,35-3022,0.0,0.04190073594865946,0.0,False
509,35-3031,0.0,0.041480790517471146,0.0,False
510,35-3041,0.0,0.043727884287094926,0.0,False
511,35-9011,0.0,0.03496431853222917,0.0,False
512,35-9021,0.0,0.058419565400643185,0.0,False
513,35-9031,0.0,0.045705159164232276,0.0,False
514,37-1011,0.0,0.05389769303951004,0.0,False
515,37-1012,0.0,0.09230131533468403,0.0,False
516,37-2011,0.0,0.04181556375057734,0.0,False
517,37-2012,0.0,0.032553985518052296,0.0,False
518,37-2021,1.0,0.16275172935043858,0.0,False
519,37-3011,0.0,0.07068476762836087,0.0,False
520,37-3012,0.0,0.07935949111869281,0.0,False
521,37-3013,0.0,0.07922345236763238,0.0,False
522,39-1011,0.0,0.05672630039795953,0.0,False
523,39-1012,0.0,0.06827549785807883,0.0,False
524,39-1021,0.0,0.10201882766116507,0.0,False
525,39-2011,0.0,0.11482910517605152,0.0,False
526,39-2021,0.0,0.09499357016476774,0.0,False
527,39-3011,0.0,0.0299557656042925,0.0,False
528,39-3012,0.0,0.053746498848022954,0.0,False
529,39-3021,0.0,0.08887764553637156,0.0,False
530,39-3031,0.0,0.04373394061385999,0.0,False
531,39-3091,0.0,0.031021545031082738,0.0,False
532,39-3092,0.0,0.08949256355646974,0.0,False
533,39-3093,0.0,0.027418645920232996,0.0,False
534,39-4011,0.0,0.1820831109873305,0.0,False
535,39-4021,0.0,0.046141754247338615,0.0,False
